Area_code,Area_name,Total_Population,Total_active_population,bias,Map_bias
13041, Mixquiahuala de Juárez,47222,1201,0.974566939,97.45669391
13042, Molango de Escamilla,11578,166,0.985662463,98.56624633
13043, Nicolás Flores,6265,84,0.986592179,98.65921788
13044, Nopala de Villagrán,16948,181,0.989320274,98.93202738
13045, Omitlán de Juárez,9295,106,0.988596019,98.85960194
13048, Pachuca de Soto,314331,13333,0.95758293,95.75829301
13047, Pacula,4748,172,0.963774221,96.37742207
13049, Pisaflores,18723,197,0.989478182,98.94781819
13050, Progreso de Obregón,23641,613,0.974070471,97.40704708
13036, San Agustín Metzquititlán,9449,154,0.983701979,98.3701979
13052, San Agustín Tlaxiaca,38891,1000,0.97428711,97.42871101
13053, San Bartolo Tutotepec,17699,199,0.988756427,98.87564269
13046, San Felipe Orizatlán,38492,335,0.991296893,99.12968929
13054, San Salvador,36796,915,0.975133167,97.51331666
13055, Santiago de Anaya,18329,338,0.981559278,98.15592776
13056, Santiago Tulantepec de Lugo Guerrero,39561,954,0.975885342,97.58853416
13057, Singuilucan,15142,308,0.979659226,97.9659226
13058, Tasquillo,17441,229,0.986870019,98.68700189
13059, Tecozautla,38010,440,0.988424099,98.84240989
13060, Tenango de Doria,17503,336,0.980803291,98.08032909
13061, Tepeapulco,56245,1368,0.975677838,97.5677838
13062, Tepehuacán de Guerrero,31235,165,0.994717464,99.47174644
13063, Tepeji del Río de Ocampo,90546,1764,0.98051819,98.05181896
13064, Tepetitlán,10830,142,0.986888273,98.68882733
13065, Tetepango,11768,132,0.988783141,98.87831407
13067, Tezontepec de Aldama,55134,799,0.985508035,98.5508035
13068, Tianguistengo,14340,74,0.994839609,99.48396095
13069, Tizayuca,168302,3697,0.978033535,97.8033535
13070, Tlahuelilpan,19067,320,0.983217077,98.32170766
13071, Tlahuiltepa,9086,46,0.994937266,99.49372661
13072, Tlanalapa,11113,222,0.980023396,98.0023396
13073, Tlanchinol,37722,360,0.990456498,99.04564975
13074, Tlaxcoapan,28626,514,0.982044295,98.20442954
13075, Tolcayuca,21362,470,0.977998315,97.79983148
13076, Tula de Allende,115107,2839,0.975335992,97.53359917
13077, Tulancingo de Bravo,168369,5021,0.970178596,97.01785958
13066, Villa de Tezontepec,13032,233,0.982120933,98.21209331
13078, Xochiatipan,18260,42,0.99769989,99.76998905
13079, Xochicoatlán,7015,63,0.991019244,99.10192445
13080, Yahualica,24674,91,0.996311907,99.63119073
13081, Zacualtipán de Ángeles,38155,681,0.982151749,98.21517494
13082, Zapotlán de Juárez,21443,590,0.972485193,97.24851933
13083, Zempoala,57906,1565,0.97297344,97.29734397
13084, Zimapán,39927,1129,0.971723395,97.17233952
14001, Acatic,23175,399,0.982783172,98.27831715
14002, Acatlán de Juárez,25250,649,0.97429703,97.42970297
14003, Ahualulco de Mercado,23630,314,0.986711807,98.6711807
14004, Amacueca,5743,108,0.981194498,98.11944976
14005, Amatitán,16490,304,0.981564585,98.15645846
14006, Ameca,60386,1037,0.982827145,98.28271454
14008, Arandas,80609,1806,0.977595554,97.75955538
14010, Atemajac de Brizuela,7758,95,0.987754576,98.77545759
14011, Atengo,5599,154,0.972495088,97.24950884
14012, Atenguillo,4176,122,0.970785441,97.07854406
14013, Atotonilco el Alto,64009,1841,0.97123842,97.12384196
14014, Atoyac,8689,222,0.974450455,97.44504546
14015, Autlán de Navarro,64931,1624,0.974988834,97.49888343
14016, Ayotlán,41552,941,0.977353677,97.73536773
14017, Ayutla,12880,265,0.979425466,97.94254658
14019, Bolaños,7043,111,0.984239671,98.42396706
14020, Cabo Corrientes,10940,225,0.979433272,97.94332724
14117, Cañadas de Obregón,4388,59,0.986554239,98.65542388
14021, Casimiro Castillo,20548,401,0.980484719,98.04847187
14030, Chapala,55196,1424,0.974201029,97.42010291
14031, Chimaltitán,3270,123,0.962385321,96.23853211
14032, Chiquilistlán,5983,67,0.988801605,98.88016045
14022, Cihuatlán,40139,781,0.980542614,98.05426144
14024, Cocula,29267,572,0.980455803,98.04558035
14025, Colotlán,19689,454,0.976941439,97.69414394
14026, Concepción de Buenos Aires,6334,127,0.979949479,97.9949479
14027, Cuautitlán de García Barragán,18370,285,0.984485574,98.44855743
14028, Cuautla,2166,23,0.989381348,98.93813481
14029, Cuquío,17820,358,0.979910213,97.99102132
14033, Degollado,21226,588,0.972298125,97.22981249
14034, Ejutla,1981,18,0.99091368,99.091368
14009, El Arenal,21115,610,0.971110585,97.11105849
14037, El Grullo,25920,521,0.979899691,97.98996914
14054, El Limón,5368,137,0.97447839,97.44783905
14070, El Salto,232852,4525,0.980567055,98.05670555
14035, Encarnación de Díaz,53039,986,0.981409906,98.14099059
14036, Etzatlán,20011,334,0.98330918,98.330918
14079, Gómez Farías,16431,297,0.981924411,98.19244112
14038, Guachinango,4199,41,0.99023577,99.02357704
14039, Guadalajara,1385629,57542,0.958472289,95.84722895
14040, Hostotipaquillo,8732,91,0.989578562,98.95785616
14041, Huejúcar,5920,154,0.973986486,97.39864865
14042, Huejuquilla el Alto,10015,131,0.986919621,98.69196206
14044, Ixtlahuacán de los Membrillos,67969,2041,0.969971605,96.99716047
14045, Ixtlahuacán del Río,20465,456,0.977718055,97.77180552
14046, Jalostotitlán,32678,786,0.97594712,97.59471204
14047, Jamay,24894,525,0.978910581,97.89105809
14048, Jesús María,18982,373,0.980349805,98.03498051
14049, Jilotlán de los Dolores,9425,433,0.954058355,95.40583554
14050, Jocotepec,47105,1088,0.976902664,97.69026643
14051, Juanacatlán,30855,996,0.967719981,96.77199806
14052, Juchitlán,5534,60,0.989157933,98.91579328
14018, La Barca,67937,2025,0.970192973,97.01929729
14043, La Huerta,23258,599,0.974245421,97.42454209
14057, La Manzanilla de la Paz,4099,93,0.977311539,97.73115394
14053, Lagos de Moreno,172403,3662,0.97875907,97.87590703
14055, Magdalena,21781,502,0.97695239,97.69523897
14058, Mascota,14451,275,0.980970175,98.09701751
14059, Mazamitla,14043,380,0.972940255,97.29402549
14060, Mexticacán,5307,50,0.990578481,99.05784813
14061, Mezquitic,22083,40,0.998188652,99.81886519
14062, Mixtlán,3638,30,0.991753711,99.17537108
14063, Ocotlán,106050,2671,0.974813767,97.48137671
14064, Ojuelos de Jalisco,33588,518,0.984577825,98.45778254
14065, Pihuamo,11386,256,0.977516248,97.7516248
14066, Poncitlán,53659,1153,0.978512458,97.85124583
14067, Puerto Vallarta,291839,9285,0.968184513,96.81845127
14069, Quitupan,7734,86,0.988880269,98.88802689
14071, San Cristóbal de la Barranca,2924,23,0.992134063,99.21340629
14072, San Diego de Alejandría,7609,148,0.980549349,98.05493495
14113, San Gabriel,16548,476,0.971235195,97.12351946
14125, San Ignacio Cerro Gordo,18341,372,0.979717573,97.97175727
14073, San Juan de los Lagos,72230,1984,0.972532189,97.25321888
14007, San Juanito de Escobedo,9433,149,0.984204389,98.42043888
14074, San Julián,16792,286,0.98296808,98.296808
14075, San Marcos,3791,56,0.985228172,98.5228172
14076, San Martín de Bolaños,3095,42,0.986429725,98.64297254
14077, San Martín Hidalgo,28102,466,0.98341755,98.34175504
14078, San Miguel el Alto,31965,732,0.977099953,97.70999531
14098, San Pedro Tlaquepaque,687127,22925,0.966636444,96.66364442
14080, San Sebastián del Oeste,5086,104,0.979551711,97.95517106
14081, Santa María de los Ángeles,3515,40,0.988620199,98.86201991
14056, Santa María del Oro,1815,22,0.987878788,98.78787879
14082, Sayula,37186,1059,0.97152154,97.15215404
14083, Tala,87690,2686,0.969369369,96.93693694
14084, Talpa de Allende,14997,229,0.984730279,98.47302794
14085, Tamazula de Gordiano,38955,1382,0.964523168,96.45231678
14086, Tapalpa,21245,497,0.97660626,97.66062603
14087, Tecalitlán,16705,434,0.974019755,97.40197546
14089, Techaluta de Montenegro,4072,57,0.986001965,98.60019646
14088, Tecolotlán,16603,291,0.982473047,98.2473047
14090, Tenamaxtlán,7302,112,0.984661737,98.46617365
14091, Teocaltiche,39839,1123,0.971811541,97.18115415
14092, Teocuitatlán de Corona,11039,162,0.985324758,98.53247577
14093, Tepatitlán de Morelos,150190,4626,0.969199015,96.91990146
14094, Tequila,44353,1218,0.972538498,97.2538498
14095, Teuchitlán,9647,272,0.971804706,97.18047061
14096, Tizapán el Alto,22758,507,0.97772212,97.77221197
14097, Tlajomulco de Zúñiga,727750,23565,0.967619375,96.76193748
14099, Tolimán,11219,212,0.981103485,98.11034852
14100, Tomatlán,36316,456,0.987443551,98.74435511
14101, Tonalá,569913,18853,0.966919512,96.69195123
14102, Tonaya,5961,101,0.983056534,98.30565341
14103, Tonila,7565,144,0.98096497,98.09649703
14104, Totatiche,4180,73,0.982535885,98.25358852
14105, Tototlán,23573,681,0.971111017,97.11110168
14106, Tuxcacuesco,5482,116,0.978839839,97.88398395
14107, Tuxcueca,6702,100,0.985079081,98.50790809
14108, Tuxpan,37518,881,0.976517938,97.65179381
14109, Unión de San Antonio,19069,312,0.983638366,98.36383659
14110, Unión de Tula,13799,376,0.972751649,97.27516487
14111, Valle de Guadalupe,6627,344,0.948091142,94.80911423
14112, Valle de Juárez,6151,148,0.975938872,97.59388717
14114, Villa Corona,19063,563,0.970466348,97.04663484
14115, Villa Guerrero,5525,65,0.988235294,98.82352941
14116, Villa Hidalgo,20088,634,0.968438869,96.8438869
14068, Villa Purificación,11303,233,0.979386004,97.93860037
14118, Yahualica de González Gallo,22394,641,0.971376261,97.13762615
14119, Zacoalco de Torres,30472,826,0.972893148,97.28931478
14120, Zapopan,1476491,47552,0.967793911,96.77939114
14121, Zapotiltic,33713,923,0.972621837,97.26218373
14122, Zapotitlán de Vadillo,7466,126,0.983123493,98.31234932
14123, Zapotlán del Rey,19279,321,0.983349759,98.33497588
14023, Zapotlán el Grande,115141,2815,0.975551715,97.55517149
14124, Zapotlanejo,64806,2141,0.966962936,96.69629355
15001, Acambay de Ruíz Castañeda,67872,695,0.989760137,98.97601367
15002, Acolman,171507,3846,0.977575259,97.75752593
15003, Aculco,49266,417,0.991535745,99.15357447
15004, Almoloya de Alquisiras,15333,265,0.982717016,98.27170156
15005, Almoloya de Juárez,174587,2459,0.985915332,98.59153316
15006, Almoloya del Río,12694,321,0.974712463,97.47124626
15007, Amanalco,23675,297,0.987455121,98.74551214
15008, Amatepec,25244,372,0.985263825,98.52638251
15009, Amecameca,53441,1126,0.978930035,97.8930035
15010, Apaxco,31898,311,0.990250172,99.02501724
15011, Atenco,75489,1700,0.977480163,97.74801627
15012, Atizapán,12984,405,0.968807763,96.88077634
15013, Atizapán de Zaragoza,523674,22522,0.956992327,95.69923273
15014, Atlacomulco,109384,2090,0.980893001,98.08930008
15015, Atlautla,31900,303,0.990501567,99.05015674
15016, Axapusco,29128,420,0.985580884,98.55808844
15017, Ayapango,10053,219,0.978215458,97.82154581
15018, Calimaya,68489,1896,0.972316722,97.23167224
15019, Capulhuac,36921,828,0.977573739,97.75737385
15025, Chalco,400057,10301,0.974251169,97.42511692
15026, Chapa de Mota,31737,206,0.993509153,99.35091534
15027, Chapultepec,12772,410,0.967898528,96.7898528
15028, Chiautla,30045,332,0.988949908,98.89499085
15029, Chicoloapan,200750,5552,0.972343711,97.23437111
15030, Chiconcuac,27692,466,0.983172035,98.31720352
15031, Chimalhuacán,705193,19738,0.972010499,97.20104993
15020, Coacalco de Berriozábal,293444,10407,0.964534971,96.45349709
15021, Coatepec Harinas,38643,301,0.99221075,99.22107497
15022, Cocotitlán,15107,375,0.97517707,97.51770702
15023, Coyotepec,40885,758,0.981460193,98.14601932
15024, Cuautitlán,178847,6378,0.964338233,96.43382332
15121, Cuautitlán Izcalli,555163,20030,0.963920506,96.39205062
15032, Donato Guerra,37436,271,0.992760979,99.27609787
15033, Ecatepec de Morelos,1645352,56516,0.965651119,96.5651119
15034, Ecatzingo,10827,78,0.992795788,99.27957883
15064, El Oro,36937,442,0.988033679,98.8033679
15035, Huehuetoca,163244,2413,0.985218446,98.5218446
15036, Hueypoxtla,46757,542,0.988408153,98.84081528
15037, Huixquilucan,284965,10689,0.96249013,96.24901304
15038, Isidro Fabela,11929,129,0.989186017,98.91860173
15039, Ixtapaluca,542211,16010,0.97047275,97.04727495
15040, Ixtapan de la Sal,36911,901,0.975589933,97.55899325
15041, Ixtapan del Oro,6475,18,0.997220077,99.72200772
15042, Ixtlahuaca,160139,2673,0.983308251,98.3308251
15044, Jaltenco,28217,458,0.98376865,98.37686501
15045, Jilotepec,87671,1427,0.983723238,98.3723238
15046, Jilotzingo,19877,342,0.982794184,98.27941842
15047, Jiquipilco,76826,854,0.988883972,98.88839716
15048, Jocotitlán,69264,1308,0.981115731,98.11157311
15049, Joquicingo,15428,209,0.986453202,98.6453202
15050, Juchitepec,27116,330,0.987830063,98.78300634
15070, La Paz,304088,8404,0.972363263,97.23632633
15051, Lerma,170327,4811,0.971754331,97.17543314
15123, Luvianos,28822,299,0.98962598,98.96259802
15052, Malinalco,28155,393,0.986041556,98.60415557
15053, Melchor Ocampo,61220,1634,0.973309376,97.3309376
15054, Metepec,242307,9365,0.961350683,96.13506832
15055, Mexicaltzingo,13807,350,0.97465054,97.46505396
15056, Morelos,33164,389,0.988270414,98.82704137
15057, Naucalpan de Juárez,834434,33810,0.959481517,95.94815168
15059, Nextlalpan,57082,1362,0.976139589,97.61395887
15058, Nezahualcóyotl,1077208,42597,0.960456105,96.0456105
15060, Nicolás Romero,430601,8961,0.979189551,97.91895513
15061, Nopaltepec,10351,211,0.979615496,97.96154961
15062, Ocoyoacac,72103,1721,0.976131368,97.61313676
15063, Ocuilan,36223,375,0.989647462,98.96474616
15065, Otumba,36331,695,0.980870331,98.08703311
15066, Otzoloapan,4891,23,0.995297485,99.52974852
15067, Otzolotepec,88783,1581,0.982192537,98.21925369
15068, Ozumba,30785,341,0.988923177,98.89231769
15069, Papalotla,4862,111,0.977169889,97.71698889
15071, Polotitlán,14985,187,0.987520854,98.75208542
15072, Rayón,15972,460,0.971199599,97.11995993
15073, San Antonio la Isla,31962,881,0.972436018,97.24360178
15074, San Felipe del Progreso,144924,1196,0.991747399,99.17473986
15124, San José del Rincón,100082,672,0.993285506,99.32855059
15075, San Martín de las Pirámides,29182,625,0.978582688,97.8582688
15076, San Mateo Atenco,97418,2995,0.969256195,96.9256195
15077, San Simón de Guerrero,6692,213,0.96817095,96.81709504
15078, Santo Tomás,9729,152,0.984376606,98.4376606
15079, Soyaniquilpan de Juárez,14323,329,0.977029952,97.70299518
15080, Sultepec,24145,303,0.987450818,98.7450818
15081, Tecámac,547503,15680,0.971360888,97.13608875
15082, Tejupilco,79282,1205,0.98480109,98.48010898
15083, Temamatla,14130,294,0.979193206,97.91932059
15084, Temascalapa,43593,656,0.984951712,98.49517124
15085, Temascalcingo,66414,1042,0.984310537,98.43105369
15086, Temascaltepec,35014,624,0.982178557,98.21785571
15087, Temoaya,105766,1607,0.984806081,98.48060813
15088, Tenancingo,104677,1576,0.984944162,98.49441616
15089, Tenango del Aire,11359,231,0.979663703,97.96637028
15090, Tenango del Valle,90518,1691,0.981318633,98.13186328
15091, Teoloyucan,65459,1692,0.974151759,97.41517591
15092, Teotihuacán,58507,1750,0.970089049,97.00890492
15093, Tepetlaoxtoc,32564,496,0.984768456,98.4768456
15094, Tepetlixpa,20500,235,0.988536585,98.85365854
15095, Tepotzotlán,103696,2151,0.979256673,97.92566734
15096, Tequixquiac,39489,604,0.984704601,98.47046013
15097, Texcaltitlán,18482,279,0.984904231,98.49042311
15098, Texcalyacac,5736,170,0.970362622,97.0362622
15099, Texcoco,277562,6924,0.975054222,97.50542221
15100, Tezoyuca,47044,1192,0.974662019,97.46620185
15101, Tianguistenco,84259,1502,0.982174011,98.21740111
15102, Timilpan,16414,203,0.987632509,98.76325088
15103, Tlalmanalco,49196,731,0.985141068,98.51410684
15104, Tlalnepantla de Baz,672202,26604,0.960422611,96.04226111
15105, Tlatlaya,31762,261,0.991782633,99.17826333
15106, Toluca,910608,29985,0.967071451,96.70714512
15125, Tonanitla,14883,340,0.977155143,97.71551435
15107, Tonatico,12912,269,0.979166667,97.91666667
15108, Tultepec,157645,4854,0.969209299,96.92092994
15109, Tultitlán,516341,17906,0.965321367,96.53213671
15110, Valle de Bravo,61590,2446,0.960285761,96.02857607
15122, Valle de Chalco Solidaridad,391731,11594,0.970403159,97.04031593
15111, Villa de Allende,53275,278,0.994781793,99.47817926
15112, Villa del Carbón,51498,449,0.991281215,99.12812148
15113, Villa Guerrero,69086,646,0.990649336,99.06493356
15114, Villa Victoria,108196,715,0.993391623,99.33916226
15043, Xalatlaco,30687,503,0.983608694,98.36086942
15115, Xonacatlán,54633,1411,0.974173119,97.41731188
15116, Zacazonapan,5109,86,0.98316696,98.31669603
15117, Zacualpan,13522,198,0.985357196,98.53571957
15118, Zinacantepec,203872,4081,0.979982538,97.99825381
15119, Zumpahuacán,18833,101,0.994637073,99.46370732
15120, Zumpango,280455,4404,0.984296946,98.4296946
16001, Acuitzio,11301,117,0.989646934,98.96469339
16002, Aguililla,14754,272,0.981564322,98.15643215
16003, Álvaro Obregón,23000,196,0.991478261,99.14782609
16004, Angamacutiro,14943,184,0.987686542,98.76865422
16005, Angangueo,10892,76,0.993022402,99.30224018
16006, Apatzingán,126191,2219,0.982415545,98.24155447
16007, Aporo,3529,27,0.992349107,99.23491074
16008, Aquila,24676,286,0.988409791,98.84097909
16009, Ario,36268,723,0.980065071,98.00650711
16010, Arteaga,20332,616,0.969702931,96.97029313
16011, Briseñas,11681,344,0.970550467,97.05504666
16012, Buenavista,45538,763,0.983244763,98.32447626
16013, Carácuaro,9176,117,0.987249346,98.72493461
16021, Charapan,13539,41,0.996971711,99.69717114
16022, Charo,25138,334,0.986713342,98.67133424
16023, Chavinda,10417,172,0.983488528,98.34885284
16024, Cherán,20586,143,0.993053532,99.30535315
16025, Chilchota,40560,374,0.990779093,99.07790927
16026, Chinicuila,4773,193,0.959564215,95.95642154
16027, Chucándiro,4944,65,0.986852751,98.68527508
16028, Churintzio,5233,62,0.988152112,98.81521116
16029, Churumuco,12342,250,0.979743964,97.97439637
16014, Coahuayana,17022,277,0.983726942,98.37269416
16015, Coalcomán de Vázquez Pallares,19633,586,0.970152295,97.01522946
16016, Coeneo,20965,345,0.983544002,98.35440019
16074, Cojumatlán de Régules,10553,99,0.990618781,99.06187814
16017, Contepec,35070,260,0.992586256,99.25862561
16018, Copándaro,9484,198,0.979122733,97.9122733
16019, Cotija,20198,379,0.981235766,98.12357659
16020, Cuitzeo,29910,564,0.98114343,98.11434303
16030, Ecuandureo,11850,175,0.985232068,98.52320675
16031, Epitacio Huerta,16112,321,0.980076961,98.00769613
16032, Erongarícuaro,15715,223,0.985809736,98.58097359
16033, Gabriel Zamora,21466,290,0.986490264,98.64902637
16034, Hidalgo,125712,1465,0.988346379,98.8346379
16036, Huandacareo,11644,207,0.982222604,98.22226039
16037, Huaniqueo,7945,129,0.983763373,98.37633732
16038, Huetamo,41973,684,0.98370381,98.37038096
16039, Huiramba,9015,76,0.991569606,99.15696062
16040, Indaparapeo,18385,272,0.98520533,98.52053304
16041, Irimbo,16043,183,0.988593156,98.85931559
16042, Ixtlán,14302,225,0.984267935,98.42679346
16043, Jacona,68781,1068,0.984472456,98.44724561
16044, Jiménez,12946,136,0.989494825,98.94948247
16045, Jiquilpan,36158,674,0.981359588,98.13595885
16113, José Sixto Verduzco,26213,477,0.981802922,98.18029222
16046, Juárez,14936,204,0.986341725,98.63417247
16047, Jungapeo,19834,236,0.98810124,98.81012403
16035, La Huacana,30627,603,0.98031149,98.03114899
16069, La Piedad,106490,1886,0.982289417,98.22894168
16048, Lagunillas,5745,51,0.991122715,99.11227154
16052, Lázaro Cárdenas,196003,4029,0.979444192,97.94441922
16075, Los Reyes,78935,1772,0.97755115,97.75511497
16049, Madero,19086,145,0.992402808,99.24028083
16050, Maravatío,89311,1219,0.986351065,98.63510654
16051, Marcos Castellanos,13983,262,0.981262962,98.12629622
16053, Morelia,849053,26413,0.968891224,96.88912235
16054, Morelos,7983,150,0.981210071,98.12100714
16055, Múgica,45732,703,0.984627832,98.46278317
16056, Nahuatzen,32598,203,0.993772624,99.37726241
16057, Nocupétaro,8196,285,0.96522694,96.522694
16058, Nuevo Parangaricutiro,20981,238,0.988656403,98.86564034
16059, Nuevo Urecho,9027,139,0.98460175,98.46017503
16060, Numarán,9437,109,0.988449719,98.84497192
16061, Ocampo,24774,83,0.996649713,99.66497134
16062, Pajacuarán,21028,316,0.984972418,98.49724177
16063, Panindícuaro,14889,263,0.982335953,98.23359527
16065, Paracho,39657,379,0.990443049,99.04430491
16064, Parácuaro,26832,483,0.981999106,98.19991055
16066, Pátzcuaro,98382,1767,0.982039397,98.20393975
16067, Penjamillo,16621,169,0.98983214,98.98321401
16068, Peribán,29389,615,0.979073803,97.90738031
16070, Purépero,15503,193,0.987550797,98.75507966
16071, Puruándiro,69260,1452,0.979035518,97.90355183
16072, Queréndaro,13961,149,0.989327412,98.93274121
16073, Quiroga,27176,557,0.979503974,97.95039741
16076, Sahuayo,78477,1608,0.97950992,97.95099201
16079, Salvador Escalante,49896,973,0.980499439,98.04994388
16077, San Lucas,17677,254,0.985631046,98.5631046
16078, Santa Ana Maya,12812,280,0.978145489,97.81454886
16080, Senguio,19833,221,0.988856956,98.88569556
16081, Susupuato,9076,49,0.994601146,99.46011459
16082, Tacámbaro,79540,1638,0.979406588,97.94065879
16083, Tancítaro,33453,751,0.977550593,97.75505934
16084, Tangamandapio,31716,220,0.993063438,99.3063438
16085, Tangancícuaro,35256,403,0.988569322,98.85693215
16086, Tanhuato,15534,249,0.983970645,98.3970645
16087, Taretan,15589,378,0.975752133,97.57521329
16088, Tarímbaro,114513,2253,0.980325378,98.03253779
16089, Tepalcatepec,24074,380,0.984215336,98.4215336
16090, Tingambato,16325,419,0.974333844,97.43338438
16091, Tingüindín,14934,266,0.982188295,98.21882952
16092, Tiquicheo de Nicolás Romero,12836,93,0.992754752,99.27547523
16093, Tlalpujahua,28556,297,0.989599384,98.95993837
16094, Tlazazalca,6420,70,0.989096573,98.90965732
16095, Tocumbo,12325,232,0.981176471,98.11764706
16096, Tumbiscatío,5971,194,0.96750963,96.75096299
16097, Turicato,29056,590,0.979694383,97.96943833
16098, Tuxpan,25757,430,0.983305509,98.33055092
16099, Tuzantla,14329,162,0.988694256,98.86942564
16100, Tzintzuntzan,14911,153,0.989739119,98.97391188
16101, Tzitzio,8855,60,0.993224167,99.32241671
16102, Uruapan,356786,7000,0.980380396,98.03803961
16103, Venustiano Carranza,23469,332,0.985853679,98.58536793
16104, Villamar,15864,176,0.988905698,98.89056984
16105, Vista Hermosa,20982,276,0.986845868,98.68458679
16106, Yurécuaro,32303,562,0.982602235,98.26022351
16107, Zacapu,76829,1358,0.982324383,98.23243827
16108, Zamora,204860,3746,0.981714342,98.17143415
16109, Zináparo,3232,45,0.986076733,98.60767327
16110, Zinapécuaro,49005,622,0.987307418,98.73074176
16111, Ziracuaretiro,18402,345,0.981252038,98.12520378
16112, Zitácuaro,157056,2125,0.986469794,98.64697942
17001, Amacuzac,17598,134,0.992385498,99.23854984
17002, Atlatlahucan,25232,789,0.968730184,96.87301839
17003, Axochiapan,39174,742,0.981058866,98.10588656
17004, Ayala,89834,1483,0.983491774,98.34917737
17034, Coatetelco,11347,112,0.99012955,99.01295497
17005, Coatlán del Río,10520,99,0.990589354,99.05893536
17006, Cuautla,187118,5973,0.968078966,96.80789662
17007, Cuernavaca,378476,16889,0.955376299,95.53762986
17008, Emiliano Zapata,107053,3227,0.969856053,96.98560526
17009, Huitzilac,24515,343,0.986008566,98.60085662
17010, Jantetelco,18402,221,0.987990436,98.79904358
17011, Jiutepec,215357,8157,0.962123358,96.2123358
17012, Jojutla,57682,1194,0.979300302,97.93003017
17013, Jonacatepec de Leandro Valle,16694,184,0.988978076,98.8978076
17014, Mazatepec,9653,176,0.981767326,98.17673262
17015, Miacatlán,15802,243,0.9846222,98.46221997
17016, Ocuituco,19219,152,0.99209116,99.20911598
17017, Puente de Ixtla,40018,669,0.983282523,98.32825229
17018, Temixco,122263,3748,0.969344773,96.93447732
17033, Temoac,16574,150,0.99094968,99.09496802
17019, Tepalcingo,28122,361,0.987163075,98.71630752
17020, Tepoztlán,54987,1200,0.97817666,97.81766599
17021, Tetecala,7617,91,0.988053039,98.80530393
17022, Tetela del Volcán,14853,197,0.986736686,98.67366862
17023, Tlalnepantla,7943,141,0.982248521,98.22485207
17024, Tlaltizapán de Zapata,52399,807,0.984598943,98.45989427
17025, Tlaquiltenango,33789,515,0.984758353,98.47583533
17026, Tlayacapan,19408,248,0.987221764,98.72217642
17027, Totolapan,12750,127,0.990039216,99.00392157
17028, Xochitepec,73539,1952,0.973456261,97.34562613
17035, Xoxocotla,27805,261,0.990613199,99.06131991
17029, Yautepec,105780,2923,0.972367177,97.23671772
17030, Yecapixtla,56083,883,0.984255478,98.42554785
17031, Zacatepec,36094,748,0.979276334,97.9276334
17032, Zacualpan de Amilpas,9965,102,0.989764175,98.97641746
18001, Acaponeta,37232,379,0.989820584,98.98205844
18002, Ahuacatlán,15393,277,0.982004807,98.20048074
18003, Amatlán de Cañas,11536,144,0.987517337,98.7517337
18020, Bahía de Banderas,187632,4428,0.976400614,97.6400614
18004, Compostela,77436,1367,0.982346712,98.23467121
18009, Del Nayar,47550,159,0.996656151,99.66561514
18005, Huajicori,12230,38,0.996892886,99.68928863
18006, Ixtlán del Río,29299,403,0.986245264,98.62452643
18007, Jala,19321,118,0.993892656,99.38926557
18019, La Yesca,13719,160,0.988337342,98.83373424
18010, Rosamorada,33567,279,0.991688265,99.16882653
18011, Ruíz,24096,264,0.989043825,98.90438247
18012, San Blas,41518,569,0.986295101,98.62951009
18013, San Pedro Lagunillas,7683,87,0.988676298,98.86762983
18014, Santa María del Oro,24911,262,0.989482558,98.94825579
18015, Santiago Ixcuintla,93981,1027,0.989072259,98.90722593
18016, Tecuala,37135,273,0.992648445,99.26484449
18017, Tepic,425924,8889,0.97913008,97.91300795
18018, Tuxpan,30064,375,0.98752661,98.75266099
18008, Xalisco,65229,1156,0.982277821,98.22778212
19001, Abasolo,2974,55,0.981506389,98.15063887
19002, Agualeguas,3382,64,0.981076286,98.10762862
19004, Allende,35289,1184,0.966448468,96.64484684
19005, Anáhuac,18030,480,0.973377704,97.33777038
19006, Apodaca,656464,27179,0.958597882,95.8597882
19007, Aramberri,14992,68,0.995464248,99.54642476
19008, Bustamante,3661,74,0.979786943,97.97869435
19009, Cadereyta Jiménez,122337,2948,0.97590263,97.59026296
19011, Cerralvo,7340,181,0.975340599,97.53405995
19013, China,9930,277,0.972104733,97.21047331
19012, Ciénega de Flores,68747,1793,0.973918862,97.39188619
19014, Doctor Arroyo,36088,280,0.992241188,99.22411882
19015, Doctor Coss,1360,9,0.993382353,99.33823529
19016, Doctor González,3256,47,0.985565111,98.55651106
19010, El Carmen,104478,2680,0.974348667,97.43486667
19017, Galeana,40903,371,0.990929761,99.09297607
19018, García,397205,13017,0.967228509,96.72285092
19020, General Bravo,5506,176,0.968034871,96.8034871
19021, General Escobedo,481213,15840,0.967083184,96.70831835
19022, General Terán,14109,261,0.981501169,98.15011695
19023, General Treviño,1808,41,0.977323009,97.73230088
19024, General Zaragoza,6282,22,0.996497931,99.64979306
19025, General Zuazua,102149,3668,0.96409167,96.409167
19026, Guadalupe,643143,26259,0.959170822,95.9170822
19047, Hidalgo,16086,356,0.977868954,97.78689544
19028, Higueras,1386,23,0.983405483,98.34054834
19029, Hualahuises,7026,161,0.977085112,97.70851124
19030, Iturbide,3298,25,0.992419648,99.24196483
19031, Juárez,471523,17144,0.963641222,96.36412222
19032, Lampazos de Naranjo,5351,113,0.978882452,97.88824519
19033, Linares,84666,2457,0.970980086,97.09800865
